From,To,Operator,Distance,Duration,Bus Type,Departure,Arrival,Cost
Bangalore,Payyanur,Golden Travels,339,00:09:30,Non A/c {2+2},9:00:00 PM,6:30:00 AM,980
Bangalore,Payyanur,P K Travels,339,00:09:00,2+2 Non A/c {Semi Sleeper},8:45:00 PM,5:45:00 AM,1100
Bangalore,Marayur,Srs Travels (SRS Travels),429,00:10:15,"2+1, Sleeper, Non-AC, Non-Video",8:45:00 PM,7:00:00 AM,1050
Bangalore,Gokarna,Srs Travels (SRS Travels),483,00:09:45,"2+1, Sleeper, Non-AC, Non-Video",9:15:00 PM,7:00:00 AM,1290
Bangalore,Gokarna,Sugama Tourists R (Sugama  Tourists),483,00:12:05,"1+2, Sleeper/Seater, Non-AC",7:10:00 PM,7:15:00 AM,890
Bangalore,Gokarna,Shreekumar-,483,00:10:00,Non A/c,8:30:00 PM,6:30:00 AM,1240
Bangalore,Gokarna,Seabird Tourists,483,01:01:45,"1+2, Sleeper, Non-AC",6:15:00 PM,8:00:00 PM,10
Bangalore,Gokarna,VRL,483,00:10:30,New 2+2 Executive Air-Bus,6:45:00 PM,5:15:00 AM,1140
Bangalore,Gokarna,VRL,483,00:10:30,Sleeper / Coach(N),7:30:00 PM,6:00:00 AM,1140
Bangalore,Allappuzha,Sharma Transports  (atlas Travels) (Atlas Travels),593,00:11:50,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",5:55:00 PM,5:45:00 AM,1200
Bangalore,Allappuzha,Surya Travels (padikkal) (Surya Travels),593,00:10:50,"2+2, Isuzu, AC, Video",8:30:00 PM,7:20:00 AM,1360
Bangalore,Allappuzha,Kallada Travels,593,00:14:50,Multiaxle B9R VOLVO A/C SEMI SLEEPER,2:00:00 PM,4:50:00 AM,860
Bangalore,Allappuzha,Kallada Travels,593,00:14:50,Multiaxle B9R VOLVO A/C SEMI SLEEPER,6:30:00 PM,9:20:00 AM,860
Bangalore,Allappuzha,Yathra A/c Sleeper Cum Semi-sleeper (Sreekrishna  Travels),593,00:10:45,"2+1, Sleeper/Seater, AC, Non-Video",6:00:00 PM,4:45:00 AM,1370
Bangalore,Allappuzha,Kallada Travels,593,00:14:50,SLEEPER CUM SEMI SLEEPER,7:00:00 PM,9:50:00 AM,860
Bangalore,Allappuzha,Bharathi Travels,593,00:10:00,"2+2, Mercedes Benz Multi Axle/Semi-Sleeper, AC, Video",8:30:00 PM,6:30:00 AM,1510
Bangalore,Allappuzha,Surya Travels(dharma) (Surya Travels),593,00:10:45,"2+2, Multi Axle Volvo, AC, Video",6:30:00 PM,5:15:00 AM,1370
Bangalore,Allappuzha,Shama Trivandrum Bigbus (Sreekrishna  Travels),593,00:09:50,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",7:10:00 PM,5:00:00 AM,1550
Bangalore,Allappuzha,Sharma Transports(atlas) (Atlas Travels),593,00:10:50,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",7:00:00 PM,5:50:00 AM,1360
Bangalore,Allappuzha,Kallada Travels,593,00:14:50,SEMI SLEEPER,5:00:00 PM,7:50:00 AM,860
Bangalore,Allappuzha,Bharathi Benz Multi-axle A/c (Sreekrishna  Travels),593,00:10:30,"2+2, Mercedes Benz Multi Axle/Semi-Sleeper, AC, Video",8:30:00 PM,7:00:00 AM,1420
Bangalore,Allappuzha,Kallada Travels,593,00:14:50,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:00:00 PM,11:50:00 AM,860
Bangalore,Allappuzha,Viji Volvo A/c Multi-axle Club Class (Sreekrishna  Travels),593,00:09:30,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",7:30:00 PM,5:00:00 AM,1620
Bangalore,Allappuzha,Surya Travels( Dharma) (Surya Travels),593,00:12:30,"2+2, Semi Sleeper, Non-AC, Video",5:00:00 PM,5:30:00 AM,1110
Bangalore,Kavali,S.r.s Travels (SRS Travels),370,00:09:15,"2+2, Isuzu, AC, Video",8:00:00 PM,5:15:00 AM,1120
Bangalore,Kavali,Sree Kaleswari Travels,340,00:08:30,Volvo B9R Multi-Axle Semi Sleeper,9:30:00 PM,6:00:00 AM,1230
Bangalore,Kavali,S.r.s Travels (SRS Travels),450,00:11:15,"2+2, Semi Sleeper, Non-AC,",6:00:00 PM,5:15:00 AM,930
Bangalore,Kavali,S.r.s Travels (SRS Travels),490,00:12:15,"2+2, Semi Sleeper, Non-AC,",4:45:00 PM,5:00:00 AM,890
Bangalore,Kavali,Rajesh Travels,480,00:12:00,Hi-Tech Semi Sleeper,4:30:00 PM,4:30:00 AM,900
Bangalore,Kavali,SVR Tours &  Travels,560,00:14:00,Hi-Tech Non A/c,6:00:00 PM,8:00:00 AM,860
Bangalore,Kavali,SVR Tours &  Travels,240,00:06:00,Hi-Tech Non A/c,9:00:00 PM,3:00:00 AM,1960
Bangalore,Kavali,Kaveri Kamakshi Travels,350,00:08:45,Volvo B9R Multi-Axle Semi Sleeper,7:45:00 PM,4:30:00 AM,1190
Bangalore,Kavali,Morning Star Travels,420,00:10:30,"1+1, Isuzu Sleeper, AC",6:00:00 PM,4:30:00 AM,980
Bangalore,Kavali,SVR Tours &  Travels,280,00:07:00,Volvo B9R Multi-Axle Semi Sleeper,10:00:00 PM,5:00:00 AM,1590
Bangalore,Palladam,Srs Travels (SRS Travels),337,00:06:45,"2+1, Sleeper, Non-AC, Non-Video",10:45:00 PM,5:30:00 AM,1840
Bangalore,Coimbatore,Kallada Travels,372,00:09:18,Multiaxle B9R VOLVO A/C SEMI SLEEPER,10:30:00 PM,7:48:00 AM,1110
Bangalore,Coimbatore,National Travels(nts),372,00:07:30,"1+2, Semi Sleeper, Non-AC",10:30:00 PM,6:00:00 AM,1630
Bangalore,Coimbatore,No 1 Air (sleeper Atlas Travels ) (Atlas Travels),372,00:07:15,"1+2, Sleeper/Seater, Non-AC",10:15:00 PM,5:30:00 AM,1720
Bangalore,Coimbatore,Srs Travels (SRS Travels),372,00:07:30,"2+1, Sleeper, Non-AC, Non-Video",10:30:00 PM,6:00:00 AM,1630
Bangalore,Coimbatore,Kallada Travels,372,00:09:18,Multiaxle B9R VOLVO A/C SEMI SLEEPER,2:00:00 PM,11:18:00 PM,1110
Bangalore,Coimbatore,A1 Travels,372,00:08:00,2+1 A/c Sleeper,10:00:00 PM,6:00:00 AM,1460
Bangalore,Coimbatore,A1 Travels,372,00:06:45,2+1 Non A/c Sleeper cum Semi Sleeper,10:15:00 PM,5:00:00 AM,1920
Bangalore,Coimbatore,Sachintravels (Sachin Travels),372,00:07:30,"2+1, Semi Sleeper, Non-AC, Video",11:00:00 PM,6:30:00 AM,1630
Bangalore,Coimbatore,Sharma Transports,372,00:09:18,Seater,10:30:00 PM,7:48:00 AM,1110
Bangalore,Coimbatore,Conti Travels,372,00:08:00,A/c,1:00:00 PM,9:00:00 PM,1460
Bangalore,Coimbatore,Srs Travels (SRS Travels),372,00:07:00,"2+1, Sleeper, AC, Non-Video",11:00:00 PM,6:00:00 AM,1820
Bangalore,Coimbatore,Kings Travels,372,00:08:15,"2+1, Sleeper/Seater, Non-AC",9:30:00 PM,5:45:00 AM,1380
Bangalore,Coimbatore,KPN Travels,372,00:07:45,2+2 : NON A/C S.S 31,10:15:00 PM,6:00:00 AM,1540
Bangalore,Coimbatore,Kallada Travels,372,00:09:18,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:00:00 AM,6:18:00 PM,1110
Bangalore,Coimbatore,Olivea (Business Class),372,00:09:18,AC,11:30:00 PM,5:30:00 AM,1110
Bangalore,Coimbatore,ABT X Travels,372,00:09:18,2+2 A/c,11:00:00 PM,8:18:00 AM,1110
Bangalore,Coimbatore,ABT X Travels,372,00:09:18,2+2 A/c,10:00:00 PM,7:18:00 AM,1110
Bangalore,Coimbatore,SRE Travels,372,00:07:50,"2+2, Hitech Push Back, Non-AC,",10:40:00 PM,6:30:00 AM,1510
Bangalore,Coimbatore,SRM Transports India Private Limited,372,00:09:18,Sleeper,9:45:00 PM,7:03:00 AM,1110
Bangalore,Coimbatore,KPN Travels,372,00:08:00,2+1: 31 S.S NON A/C,10:00:00 PM,6:00:00 AM,1460
Bangalore,Yadthare,Durgamba Motors,245,00:06:08,Non A/C Sleeper,9:15:00 PM,6:53:00 AM,1900
Bangalore,Udumalpet,Srs Travels (SRS Travels),384,00:07:45,"2+1, Sleeper, Non-AC, Non-Video",10:45:00 PM,6:30:00 AM,1570
Bangalore,Udumalpet,Srs Travels (SRS Travels),384,00:08:45,"2+1, Sleeper, Non-AC, Non-Video",8:45:00 PM,5:30:00 AM,1280
Bangalore,Udumalpet,KPN Travels,384,00:09:00,BERTH SLEEPER A/C : 29,10:30:00 PM,7:30:00 AM,1210
Bangalore,Udumalpet,KPN Travels,384,00:12:30,2+2 : 33 S.S NON A/C,9:30:00 PM,10:00:00 AM,590
Bangalore,Udumalpet,ABT X Travels,384,00:09:36,2+2 A/c,9:30:00 PM,7:06:00 AM,1070
Bangalore,Jalahalli,Srs Travels (SRS Travels),473,00:09:00,"2+2, Air Suspension, Non-AC, Video",8:30:00 PM,5:30:00 AM,1430
Bangalore,Sagara,Shreekumar-,352,00:06:00,Non A/c,9:45:00 PM,3:45:00 AM,2240
Bangalore,Sagara,Seabird Tourists,352,00:10:45,"1+2, Sleeper/Seater, Non-AC",7:15:00 PM,6:00:00 AM,770
Bangalore,Sagara,Seabird Tourists,352,00:09:45,"1+2, Sleeper, Non-AC",6:15:00 PM,4:00:00 AM,960
Bangalore,Sagara,Seabird Tourists,352,00:10:30,"1+2, Sleeper/Seater, Non-AC",8:00:00 PM,6:30:00 AM,810
Bangalore,Sagara,Shreekumar-,352,00:07:00,Non A/c,9:15:00 PM,4:15:00 AM,1770
Bangalore,Sagara,Seabird Tourists,352,00:10:00,"1+2, Sleeper/Seater, Non-AC",7:00:00 PM,5:00:00 AM,910
Bangalore,Sagara,Shreekumar-,352,00:06:30,Non A/c,8:30:00 PM,3:00:00 AM,1990
Bangalore,Sagara,Seabird Tourists,352,00:10:30,"1+2, Sleeper/Seater, Non-AC",6:30:00 PM,5:00:00 AM,810
Bangalore,Karaikal,KPN Travels,311,00:10:30,2+2 : NON A/C S.S 31,9:00:00 PM,7:30:00 AM,710
Bangalore,Karaikal,Srs Travels (SRS Travels),311,00:09:30,"2+2, Executive AirBus, Non-AC, Video",10:00:00 PM,7:30:00 AM,910
Bangalore,Karaikal,Universal Travels,311,00:11:00,2+2 Non A/c,8:00:00 PM,7:00:00 AM,630
Bangalore,Ron,Srs Travels (SRS Travels),424,00:10:00,"2+2, Executive AirBus, Non-AC, Video",9:00:00 PM,7:00:00 AM,1090
Bangalore,Kundapura,Durgamba Motors,444,00:11:06,VOLVO MULTI AXLE,10:45:00 PM,6:45:00 AM,940
Bangalore,Kundapura,Durgamba Motors,444,00:11:06,Non A/C Sleeper,9:15:00 PM,6:00:00 AM,940
Bangalore,Kundapura,Durgamba Motors,444,00:11:06,Non A/C Sleeper,9:50:00 PM,7:15:00 AM,940
Bangalore,Kundapura,Sugama Tourists E (Sugama  Tourists),444,00:11:30,"2+1, Sleeper/Seater, Non-AC",8:00:00 PM,7:30:00 AM,880
Bangalore,Kundapura,VRL,444,00:09:30,ISUZU-Executive A/C-Coach,7:00:00 PM,4:30:00 AM,1250
Bangalore,Kundapura,Kamat Bus,444,00:11:15,"1+2, Seater, Non-AC",7:15:00 PM,6:30:00 AM,920
Bangalore,Kundapura,Sugama Tourists W (Sugama  Tourists),444,00:11:30,"2+1, Sleeper/Seater, Non-AC",7:30:00 PM,7:00:00 AM,880
Bangalore,Kundapura,Durgamba Motors,444,00:11:06,Seat cum Sleeper,9:45:00 PM,7:15:00 AM,940
Bangalore,Kundapura,Durgamba Motors,444,00:11:06,2+2 AIR BUS,9:00:00 PM,5:45:00 AM,940
Bangalore,Kundapura,Hanuman Motors,444,00:11:45,"1+2, Sleeper, Non-AC",7:45:00 PM,7:30:00 AM,840
Bangalore,Kundapura,VRL,444,00:09:30,Sleeper / Coach(N),7:35:00 PM,5:05:00 AM,1250
Bangalore,Kundapura,Sri Durgamba Travels,444,00:08:20,2+1NEW SEAT -SLEEPER AIR BUS,9:55:00 PM,6:15:00 AM,1540
Bangalore,Kundapura,Durgamba Motors,444,00:11:06,Non A/C Sleeper,10:00:00 PM,7:00:00 AM,940
Bangalore,Kundapura,VRL,444,00:09:30,Sleeper / Coach(N),7:05:00 PM,4:35:00 AM,1250
Bangalore,Kundapura,Durgamba Motors,444,00:11:06,Seat cum Sleeper,10:05:00 PM,7:00:00 AM,940
Bangalore,Kundapura,Sugama Tourists P (Sugama  Tourists),444,00:10:30,"2+1, Sleeper/Seater, Non-AC",8:30:00 PM,7:00:00 AM,1040
Bangalore,Kundapura,Sri Durgamba Travels,444,00:08:20,2+1NEW SEAT -SLEEPER AIR BUS,10:30:00 PM,6:50:00 AM,1540
Bangalore,Kundapura,Srs Travels (SRS Travels),444,00:09:15,"2+1, Sleeper, Non-AC, Non-Video",9:00:00 PM,6:15:00 AM,1300
Bangalore,Kundapura,Sugama Tourists D (Sugama  Tourists),444,00:11:50,"2+2, Semi Sleeper, Non-AC",6:55:00 PM,6:45:00 AM,830
Bangalore,Kundapura,Srs Travels (SRS Travels),444,00:09:15,"2+2, Executive AirBus, Non-AC, Video",9:15:00 PM,6:30:00 AM,1300
Bangalore,Kundapura,Srs Travels (SRS Travels),444,00:10:45,"2+2, Executive AirBus, Non-AC, Video",9:45:00 PM,8:30:00 AM,1000
Bangalore,Kundapura,Sri Durgamba Travels,444,00:09:20,2+1NEW SEAT -SLEEPER AIR BUS,9:15:00 PM,6:35:00 AM,1280
Bangalore,Kundapura,Durgamba Motors,444,00:11:06,Non A/C Sleeper,9:25:00 PM,7:15:00 AM,940
Bangalore,Kundapura,Srs Travels (SRS Travels),444,00:10:15,"2+2, Executive AirBus, Non-AC, Video",10:30:00 PM,8:45:00 AM,1090
Bangalore,Kundapura,Durgamba Motors,444,00:11:06,A/C Sleeper Bus,10:10:00 PM,7:15:00 AM,940
Bangalore,Kundapura,Cpc Bus (CPC Bus),444,00:08:55,"2+2, Semi Sleeper, Non-AC",9:20:00 PM,6:15:00 AM,1380
Bangalore,Kundapura,Durgamba Motors,444,00:11:06,Non A/C Sleeper,10:15:00 PM,7:10:00 AM,940
Bangalore,Kundapura,Sugama Tourists J (Sugama  Tourists),444,00:10:00,"2+1, Sleeper/Seater, Non-AC",9:00:00 PM,7:00:00 AM,1140
Bangalore,Kundapura,Srs Travels (SRS Travels),444,00:09:00,"2+2, Executive AirBus, Non-AC, Video",9:30:00 PM,6:30:00 AM,1360
Bangalore,Kundapura,Durgamba Motors,444,00:11:06,Non A/C Sleeper,10:30:00 PM,7:00:00 AM,940
Bangalore,Kundapura,VRL,444,00:09:30,Sleeper / Coach(N),8:30:00 PM,6:00:00 AM,1250
Bangalore,Kundapura,Durgamba Motors,444,00:11:06,2+2 AIR BUS,9:30:00 PM,7:05:00 AM,940
Bangalore,Kundapura,Durgamba Motors,444,00:11:06,2+2 AIR BUS,10:40:00 PM,7:00:00 AM,940
Bangalore,Kundapura,Durgamba Motors,444,00:11:06,Non A/C Sleeper,10:25:00 PM,7:15:00 AM,940
Bangalore,Kundapura,Sri Durgamba Travels,444,00:10:00,2+1 Seater-Sleeper Airbus,9:30:00 PM,7:30:00 AM,1140
Bangalore,Kundapura,Bharathi Tourist (Bharathi Bus),444,00:10:00,"1+2, Sleeper/Seater, Non-AC",8:30:00 PM,6:30:00 AM,1140
Bangalore,Kundapura,Bharathi Tourist 3 (Bharathi Bus),444,00:09:15,"1+2, Sleeper/Seater, Non-AC",10:00:00 PM,7:15:00 AM,1300
Bangalore,Kundapura,Sri Durgamba Travels,444,00:09:50,2+1 Seater-Sleeper Airbus,9:50:00 PM,7:40:00 AM,1170
Bangalore,Kundapura,Durgamba Motors,444,00:11:06,Volvo 2+2 AC bus,10:35:00 PM,7:10:00 AM,940
Bangalore,Mulky,Durgamba Motors,376,00:09:24,Non A/C Sleeper,9:15:00 PM,4:55:00 AM,1100
Bangalore,Mulky,Durgamba Motors,376,00:09:24,2+2 AIR BUS,10:40:00 PM,5:15:00 AM,1100
Bangalore,Mulky,Durgamba Motors,376,00:09:24,2+2 AIR BUS,9:00:00 PM,4:40:00 AM,1100
Bangalore,Mulky,Durgamba Motors,376,00:09:24,Non A/C Sleeper,10:25:00 PM,5:35:00 AM,1100
Bangalore,Mulky,Durgamba Motors,376,00:09:24,Non A/C Sleeper,9:25:00 PM,5:00:00 AM,1100
Bangalore,Mulky,Durgamba Motors,376,00:09:24,Non A/C Sleeper,10:30:00 PM,5:20:00 AM,1100
Bangalore,Mulky,Durgamba Motors,376,00:09:24,A/C Sleeper Bus,10:10:00 PM,5:10:00 AM,1100
Bangalore,Mulky,Durgamba Motors,376,00:09:24,VOLVO MULTI AXLE,10:45:00 PM,5:15:00 AM,1100
Bangalore,Mulky,Durgamba Motors,376,00:09:24,Non A/C Sleeper,10:00:00 PM,5:20:00 AM,1100
Bangalore,Mulky,Durgamba Motors,376,00:09:24,A/C Sleeper Bus,10:35:00 PM,5:15:00 AM,1100
Bangalore,Mulky,Durgamba Motors,376,00:09:24,Non A/C Sleeper,10:15:00 PM,5:35:00 AM,1100
Bangalore,Hospet,VRL,365,00:07:00,Sleeper / Coach(N),11:00:00 PM,6:00:00 AM,1800
Bangalore,Hospet,SVR Tours &  Travels,365,00:09:00,Hi-Tech Non A/c,8:00:00 PM,5:00:00 AM,1160
Bangalore,Hospet,Srs Travels (SRS Travels),365,00:07:00,"2+1, Sleeper, Non-AC, Non-Video",10:30:00 PM,5:30:00 AM,1800
Bangalore,Hospet,Srs Travels (SRS Travels),365,00:08:00,"2+1, Sleeper, Non-AC, Non-Video",11:00:00 PM,7:00:00 AM,1440
Bangalore,Hospet,VRL,365,00:07:00,Sleeper / Seater(40/AB/N),10:20:00 PM,5:20:00 AM,1800
Bangalore,Hospet,VRL,365,00:07:00,Sleeper / Coach(N),10:30:00 PM,5:30:00 AM,1800
Bangalore,Hospet,Indira Travels,365,00:07:30,2+1 Seater & Sleeper Non A/c,10:30:00 PM,6:00:00 AM,1610
Bangalore,Hospet,Srs Travels (SRS Travels),365,00:08:00,"2+2, Air Suspension, Non-AC, Video",10:45:00 PM,6:45:00 AM,1440
Bangalore,Hospet,VRL,365,00:07:00,ISUZU-Executive A/C-Coach,9:20:00 PM,4:20:00 AM,1800
Bangalore,Hospet,SVR Tours &  Travels,365,00:07:30,Hi-Tech Non A/c 2+1 Sleeper,10:00:00 PM,5:30:00 AM,1610
Bangalore,Moodbidri,VRL,352,00:08:00,VOLVO A/c Semi Sleeper(41),9:15:00 PM,5:15:00 AM,1410
Bangalore,Moodbidri,VRL,352,00:08:00,Sleeper / Coach(N),8:05:00 PM,4:05:00 AM,1410
Bangalore,Moodbidri,Sugama Tourists C (Sugama  Tourists),352,00:10:55,"1+2, Sleeper/Seater, Non-AC",7:20:00 PM,6:15:00 AM,740
Bangalore,Moodbidri,Durgamba Motors,352,00:08:48,2+2 AIR BUS,9:30:00 PM,5:30:00 AM,1180
Bangalore,Moodbidri,Durgamba Motors,352,00:08:48,Non A/C Sleeper,10:00:00 PM,4:30:00 AM,1180
Bangalore,Moodbidri,Sugama Tourists M (Sugama  Tourists),352,00:11:15,"1+2, Sleeper/Seater, Non-AC",7:30:00 PM,6:45:00 AM,690
Bangalore,Moodbidri,Sugama Tourists B (Sugama  Tourists),352,00:09:25,"1+2, Sleeper/Seater, Non-AC",8:35:00 PM,6:00:00 AM,1030
Bangalore,Mandharthi,Durgamba Motors,748,00:18:42,2+2 AIR BUS,9:45:00 PM,6:15:00 AM,970
Bangalore,Mandharthi,Durgamba Motors,748,00:18:42,Non A/C Sleeper,10:00:00 PM,6:45:00 AM,970
Bangalore,Mandharthi,No 2 (Pragathi Bus),748,00:09:00,"1+2, Sleeper/Seater, Non-AC",10:00:00 PM,7:00:00 AM,2120
Bangalore,Neyyattinkara,Kallada Travels,711,00:17:47,Multiaxle B9R VOLVO A/C SEMI SLEEPER,8:30:00 PM,2:17:00 PM,930
Bangalore,Kadapa,Suvarnamukhi Travels,280,00:06:30,2+2 Hitech Non A/c,10:00:00 PM,4:30:00 AM,1810
Bangalore,Kadayanallur,Srs Travels (SRS Travels),566,00:09:45,"2+1, Sleeper, Non-AC, Non-Video",8:30:00 PM,6:15:00 AM,1500
Bangalore,Munnar,Royal Travels,469,00:11:44,RoyalSemiSleeper,7:00:00 PM,6:44:00 AM,910
Bangalore,Munnar,Kallada Travels,469,00:11:44,SEMI SLEEPER CUM SLEEPER,7:30:00 PM,7:14:00 AM,910
Bangalore,Munnar,Srs Travels (SRS Travels),469,00:10:00,"2+1, Sleeper, Non-AC, Non-Video",8:45:00 PM,6:45:00 AM,1200
Bangalore,Mettupalayam,KPN Travels,363,00:07:30,2+2 : 33 S.S NON A/C,9:30:00 PM,5:00:00 AM,1600
Bangalore,Kaiga,Seabird Tourists,552,00:16:00,"1+2, Sleeper, Non-AC",4:15:00 PM,8:15:00 AM,660
Bangalore,Kaiga,Sugama Tourists No 5 (Sugama  Tourists),552,01:01:30,"2+1, Sleeper/Seater, Non-AC, Non-Video",6:30:00 PM,8:00:00 PM,190
Bangalore,Chalakkudi,Sharma Transports (atlas) (Atlas Travels),493,00:11:00,"1+2, Executive AirBus, Non-AC, Video",7:45:00 PM,6:45:00 AM,1080
Bangalore,Chalakkudi,Surya Travels (dharma) (Surya Travels),493,00:06:15,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",9:15:00 PM,3:30:00 AM,2460
Bangalore,Chalakkudi,Shama Cochin Express (Sreekrishna  Travels),493,00:08:15,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",9:30:00 PM,5:45:00 AM,1690
Bangalore,Chalakkudi,Surya Travels (dharma ) (Surya Travels),493,00:09:30,"2+2, Semi Sleeper, Non-AC, Video",8:00:00 PM,5:30:00 AM,1370
Bangalore,Chalakkudi,Shama Pathanamthitta Express (Sreekrishna  Travels),493,00:08:15,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",7:45:00 PM,4:00:00 AM,1690
Bangalore,Chalakkudi,Shamatransport (Shama Transport),493,00:07:45,"2+2, Multi Axle Volvo SemiSleeper, AC,",8:00:00 PM,3:45:00 AM,1840
Bangalore,Chalakkudi,Surya Travels (dharma) (Surya Travels),493,00:09:45,"2+2, Semi Sleeper, Non-AC, Video",7:45:00 PM,5:30:00 AM,1310
Bangalore,Chalakkudi,Viji Volvo A/c Multi-axle Club Class (Sreekrishna  Travels),493,00:08:30,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",8:00:00 PM,4:30:00 AM,1620
Bangalore,Chalakkudi,Sharma Transports,493,00:12:20,Volvo,6:00:00 PM,6:20:00 AM,880
Bangalore,Chalakkudi,Starline Tours and Travels,493,00:10:00,A/C Seater/Sleeper (2+1),6:00:00 PM,4:00:00 AM,1260
Bangalore,Chalakkudi,Bharathi Benz Multi-axle A/c (Sreekrishna  Travels),493,00:08:30,"2+2, Mercedes Benz Multi Axle/Semi-Sleeper, AC, Video",8:30:00 PM,5:00:00 AM,1620
Bangalore,Chalakkudi,Surya Travels (dharma ) (Surya Travels),493,00:09:15,"1+2, Sleeper, AC",8:45:00 PM,6:00:00 AM,1420
Bangalore,Chalakkudi,Surya Travels (padikkal) (Surya Travels),493,00:09:00,"2+2, Isuzu, AC, Video",8:30:00 PM,5:30:00 AM,1480
Bangalore,Chalakkudi,Shama Transports,493,00:08:45,BIG BUS - Multi Axle Volvo A/C 2+2 Semi Sleeper,9:00:00 PM,5:45:00 AM,1550
Bangalore,Chalakkudi,Anjali Travels,493,00:10:30,2+2 Hi Tech Air Bus,5:45:00 PM,4:15:00 AM,1170
Bangalore,Chalakkudi,Viji Volvo A/c Multi-axle Club Class (Sreekrishna  Travels),493,00:07:30,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",7:30:00 PM,3:00:00 AM,1930
Bangalore,Chalakkudi,Starline Tours and Travels,493,00:08:45,Non A/C Semisleeper (2+2),8:00:00 PM,4:45:00 AM,1550
Bangalore,Chalakkudi,Surya Travels (dharma) (Surya Travels),493,00:07:00,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",8:00:00 PM,3:00:00 AM,2120
Bangalore,Chalakkudi,Shama Transports,493,00:08:15,BIG BUS - Multi Axle Volvo A/C 2+2 Semi Sleeper,7:15:00 PM,3:30:00 AM,1690
Bangalore,Chalakkudi,Surya Travels( Dharma) (Surya Travels),493,00:10:00,"2+2, Semi Sleeper, Non-AC, Video",5:00:00 PM,3:00:00 AM,1260
Bangalore,Chalakkudi,Bharathi Travels,493,00:08:30,"2+2, Mercedes Benz Multi Axle/Semi-Sleeper, AC, Video",8:30:00 PM,5:00:00 AM,1620
Bangalore,Chalakkudi,Shama Trivandrum Bigbus (Sreekrishna  Travels),493,00:07:50,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",7:10:00 PM,3:00:00 AM,1820
Bangalore,Chalakkudi,Starline Tours and Travels,493,00:07:45,Volvo A/C Multi Axle Semi Sleeper (2+2),8:15:00 PM,4:00:00 AM,1840
Bangalore,Chalakkudi,Surya Travels (dharma) (Surya Travels),493,00:09:30,"2+2, Multi Axle Volvo SemiSleeper, AC, Video",6:00:00 PM,3:30:00 AM,1370
Bangalore,Chalakkudi,Starline Tours and Travels,493,00:08:15,Volvo A/C Multi Axle Semi Sleeper (2+2),7:15:00 PM,3:30:00 AM,1690
Bangalore,Chalakkudi,Srs Travels (SRS Travels),493,00:10:45,"2+2, Semi Sleeper, Non-AC, Video",5:15:00 PM,4:00:00 AM,1120
Bangalore,Chalakkudi,Dharma (Surya Travels),493,00:10:30,"2+2, Semi Sleeper, Non-AC, Video",5:30:00 PM,4:00:00 AM,1170
Bangalore,Chalakkudi,Viji Yathra Airbus (Sreekrishna  Travels),493,00:09:00,"2+2, Semi Sleeper, Non-AC, Video",6:00:00 PM,3:00:00 AM,1480
Bangalore,Uthamapalayam,Srs Travels (SRS Travels),475,00:10:30,"2+1, Sleeper, Non-AC, Non-Video",7:00:00 PM,5:30:00 AM,1120
Bangalore,Harihar,VRL,283,00:07:00,2+2 Executive (36),10:15:00 PM,5:15:00 AM,1590
Bangalore,Shimoga,Seabird Tourists,280,00:08:30,"1+2, Sleeper/Seater, Non-AC",7:00:00 PM,3:30:00 AM,1080
Bangalore,Shimoga,Seabird Tourists,280,00:09:45,"1+2, Sleeper/Seater, Non-AC",7:15:00 PM,5:00:00 AM,780
Bangalore,Shimoga,Seabird Tourists,280,00:08:45,"1+2, Sleeper, Non-AC",6:15:00 PM,3:00:00 AM,1020
Bangalore,Shimoga,Shreekumar-,280,00:06:00,Non A/c,9:15:00 PM,3:15:00 AM,2060
Bangalore,Shimoga,Sugamatourists S1 (Sugama  Tourists),280,00:09:10,"1+2, Sleeper/Seater, Non-AC",7:50:00 PM,5:00:00 AM,910
Bangalore,Shimoga,Seabird Tourists,280,00:09:30,"1+2, Sleeper/Seater, Non-AC",8:00:00 PM,5:30:00 AM,840
Bangalore,Shimoga,Durgamba Motors,280,00:07:00,Seat cum Sleeper,9:45:00 PM,4:15:00 AM,1590
Bangalore,Shimoga,Sugama Tourists R (Sugama  Tourists),280,00:07:05,"1+2, Sleeper/Seater, Non-AC",7:10:00 PM,2:15:00 AM,1550
Bangalore,Shimoga,Shreekumar-,280,00:04:30,Non A/c,9:45:00 PM,2:15:00 AM,3170
Bangalore,Shimoga,Durgamba Motors,280,00:07:00,2+2 AIR BUS,10:15:00 PM,5:00:00 AM,1590
Bangalore,Shimoga,Shreekumar-,280,00:05:30,Non A/c,8:30:00 PM,2:00:00 AM,2370
