From,To,Operator,Distance,Duration,Bus Type,Departure,Arrival,Cost
Anand,Baroda,shree vijay maitreya travels line p. ltd-Brand new coach,42,00:01:00,A/c,11:30:00 PM,12:30:00 AM,18140
Anand,Baroda,shrinath travel agency-brand new lcd coach,42,00:00:30,A/c,10:00:00 PM,10:30:00 PM,38140
Anand,Baroda,shree vijay maitreya travels line p. ltd-a/c L e d coach,42,00:00:30,A/c,10:30:00 PM,11:00:00 PM,38140
Anand,Baroda,shree vijay maitreya travels line p. ltd,42,00:01:03,Non A/c,8:00:00 PM,9:03:00 PM,17180
Anand,Baroda,shrinath travel agency-brand new lcd coach,42,00:00:45,A/c,8:00:00 PM,8:45:00 PM,24800
Anand,Kamrej,Punjab Travels,179,00:04:00,Non A/c,6:45:00 PM,10:45:00 PM,3480
Anand,Kakroli,shrinath travel agency,355,00:08:53,Non A/c,7:00:00 PM,3:53:00 AM,1170
Anand,Kakroli,shrinath travel agency-brand new lcd coach,355,00:08:00,A/c,10:15:00 PM,6:15:00 AM,1420
Anand,Kakroli,shrinath travel agency,355,00:05:00,Non A/c,9:00:00 PM,2:00:00 AM,2920
Pudukkottai,Bangalore,KPN Travels,393,00:08:30,2+2 S.S NON A/C : 31,9:30:00 PM,6:00:00 AM,1370
Pudukkottai,Bangalore,ABT X Travels,393,00:09:50,2+2 A/c,9:45:00 PM,7:35:00 AM,1050
Pudukkottai,Coimbatore,Essaar,282,00:05:45,2+2 HI -Tech A/C,11:15:00 PM,5:00:00 AM,2210
Pudukkottai,Coimbatore,CITY TRAVELS,282,00:07:03,Semi Sleeper-A/C,11:00:00 PM,6:03:00 AM,1570
Pudukkottai,Coimbatore,Essaar,282,00:06:15,2+2 Hi Tech Air Bus,10:45:00 PM,5:00:00 AM,1940
Pudukkottai,Coimbatore,Essaar,282,00:08:00,2+2 Hi Tech Air Bus,9:00:00 PM,5:00:00 AM,1240
Pudukkottai,Chennai,KPN Travels,377,00:08:00,2+2 S.S NON A/C : 31,9:30:00 PM,5:30:00 AM,1470
Pudukkottai,Chennai,SRM Transports India Private Limited,377,00:09:26,Semi Sleeper Non A/C,9:45:00 PM,7:11:00 AM,1090
Pudukkottai,Chennai,Alagappa Travels,377,00:07:45,2+2 Hitech Non A/C,9:15:00 PM,5:00:00 AM,1550
Pudukkottai,Hosur,KPN Travels,340,00:08:30,BERTH SLEEPER A/C : 29,10:00:00 PM,6:30:00 AM,1230
Pudukkottai,Hosur,KPN Travels,300,00:07:30,2+2 S.S NON A/C : 31,9:30:00 PM,5:00:00 AM,1450
Puthuchery,Edappally,Kallada Travels,545,00:13:38,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:30:00 PM,11:08:00 AM,860
Puthuchery,Kalamassery,Kallada Travels,542,00:13:33,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:30:00 PM,11:03:00 AM,860
Puthuchery,Vadakkanchery,Kallada Travels,482,00:12:03,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:30:00 PM,9:33:00 AM,890
Puthuchery,Perundurai,Kallada Travels,296,00:07:24,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:30:00 PM,4:54:00 AM,1470
Puthuchery,Aluva,Kallada Travels,534,00:13:21,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:30:00 PM,10:51:00 AM,860
Puthuchery,Chalakudy,Kallada Travels,506,00:12:39,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:30:00 PM,10:09:00 AM,880
Puthuchery,Angamaly,Kallada Travels,519,00:12:59,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:30:00 PM,10:29:00 AM,870
Puthuchery,Palakkad,Kallada Travels,423,00:10:35,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:30:00 PM,8:05:00 AM,980
Puthuchery,Chavadi,Kallada Travels,114,00:02:51,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:30:00 PM,12:21:00 AM,5330
Puthuchery,Cochin,Kallada Travels,560,00:14:00,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:30:00 PM,11:30:00 AM,860
Puthuchery,Avinashi,Kallada Travels,334,00:08:21,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:30:00 PM,5:51:00 AM,1260
Puthuchery,Trichur,Kallada Travels,483,00:12:05,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:30:00 PM,9:35:00 AM,890
Puthuchery,Thrissur,Kallada Travels,483,00:12:05,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:30:00 PM,9:35:00 AM,890
Puthuchery,Ernakulam,Kallada Travels,560,00:14:00,Multiaxle B9R VOLVO A/C SEMI SLEEPER,9:30:00 PM,11:30:00 AM,860
Thiruturaipoondi,Nagercoil,Universal Travels,418,00:10:27,UniversalSeat+Sleeper(43),11:15:00 PM,9:42:00 AM,990
Thiruturaipoondi,Ramnad,Universal Travels,255,00:06:23,UniversalSeat+Sleeper(43),11:15:00 PM,5:38:00 AM,1800
Thiruturaipoondi,Tutucorin,Universal Travels,255,00:06:23,UniversalSeat+Sleeper(43),11:15:00 PM,5:38:00 AM,1800
Thiruturaipoondi,Thondi,Universal Travels,126,00:03:09,UniversalSeat+Sleeper(43),11:15:00 PM,2:24:00 AM,4690
Thiruturaipoondi,Trivandrum,Universal Travels,482,00:12:03,UniversalSeat+Sleeper(43),11:15:00 PM,11:18:00 AM,890
Thiruturaipoondi,Marthandam,Universal Travels,443,00:11:05,UniversalSeat+Sleeper(43),11:15:00 PM,10:20:00 AM,940
Thiruturaipoondi,Devipattinam,Universal Travels,158,00:03:57,UniversalSeat+Sleeper(43),11:15:00 PM,3:12:00 AM,3490
Thiruturaipoondi,Kaliyakkavilai,Universal Travels,450,00:11:15,UniversalSeat+Sleeper(43),11:15:00 PM,10:30:00 AM,930
Nadiad,Bhuj,H.K.Travels-,381,00:10:00,Non A/c,9:30:00 PM,7:30:00 AM,980
Nadiad,Bhuj,H.K.Travels-,381,00:10:00,Non A/c,10:25:00 PM,8:25:00 AM,980
Nadiad,Rajgarh,Hans Travels Indore-,245,00:06:20,Non A/c,11:35:00 PM,5:55:00 AM,1800
Nadiad,Rajgarh,H.K.Travels-,245,00:05:00,Non A/c,10:30:00 PM,3:30:00 AM,2640
Nadiad,Yeola,shrinath travel agency-brand new lcd coach,466,00:11:30,A/c,9:30:00 PM,9:00:00 AM,930
Nadiad,Kamrej,Punjab Travels,196,00:04:00,Non A/c,6:30:00 PM,10:30:00 PM,3520
Nadiad,Kamrej,Speedlink Travel Services,196,00:05:00,Ordinary,8:30:00 PM,1:30:00 AM,2520
Nadiad,Amet,shrinath travel agency,372,00:06:30,Non A/c,10:00:00 PM,4:30:00 AM,2040
Nadiad,Dombivili,Speedlink Travel Services,483,00:10:45,Ordinary,8:30:00 PM,7:15:00 AM,1100
Nadiad,Ujjain,shrinath travel agency-full slr nonac coac,358,00:08:00,Non A/c,11:00:00 PM,7:00:00 AM,1420
Nadiad,Shamlaji,shrinath travel agency,182,00:03:45,Non A/c,7:00:00 PM,10:45:00 PM,3820
Nadiad,Shamlaji,shrinath travel agency-brand new lcd coach,182,00:03:30,A/c,10:30:00 PM,2:00:00 AM,4200
Nadiad,Shamlaji,shrinath travel agency,182,00:03:00,Non A/c,10:00:00 PM,1:00:00 AM,5150
Nadiad,Ahmedabad,shrinath travel agency-brand new lcd coach,57,00:01:00,A/c,10:30:00 PM,11:30:00 PM,18170
Nadiad,Ahmedabad,shrinath travel agency,57,00:01:30,Non A/c,10:30:00 PM,12:00:00 AM,11510
Nadiad,Kishangadh,shrinath travel agency,584,01:05:00,Non A/c,7:00:00 PM,12:00:00 AM,180
Nadiad,Karad,Neeta Tours and Travels,713,00:17:15,B9R Multi-Axle Semi Sleeper Volvo A/C,5:00:00 PM,10:15:00 AM,970
Nadiad,Manmad,shrinath travel agency-brand new lcd coach,460,00:11:00,A/c,9:30:00 PM,8:30:00 AM,1000
Nadiad,HimmatNagar,shrinath travel agency-brand new lcd coach,122,00:02:30,A/c,10:30:00 PM,1:00:00 AM,6340
Nadiad,HimmatNagar,shrinath travel agency,122,00:02:45,Non A/c,7:00:00 PM,9:45:00 PM,5610
Nadiad,HimmatNagar,shrinath travel agency,122,00:02:45,Non A/c,10:00:00 PM,12:45:00 AM,5610
Nadiad,HimmatNagar,shrinath travel agency,122,00:03:30,Non A/c,10:30:00 PM,2:00:00 AM,4050
Nadiad,Gangapur,shrinath travel agency-brand new lcd coach,382,00:08:30,A/c,10:30:00 PM,7:00:00 AM,1340
Nadiad,Sawantwadi,Neeta Tours and Travels,984,00:20:45,Mercedes Benz Multi Axle Semi Sleeper A/C,2:30:00 PM,11:15:00 AM,1450
Nadiad,GoaMadgaon,Neeta Tours and Travels,969,01:00:14,Mercedes Benz Multi Axle Semi Sleeper A/C,2:30:00 PM,1:15:00 PM,1280
Nadiad,Nakhatrana,H.K.Travels-,432,00:11:00,Non A/c,9:30:00 PM,8:30:00 AM,930
Nadiad,Vapi,Neeta Tours and Travels,314,00:07:51,B9R Multi-Axle Semi Sleeper Volvo A/C,11:15:00 PM,4:00:00 PM,1360
Nadiad,Vapi,Neeta Tours and Travels,314,00:05:45,Mercedes Benz Multi Axle Semi Sleeper A/C,2:30:00 PM,8:15:00 PM,2290
Nadiad,Vapi,H.K.Travels-,314,00:03:45,Non A/c,5:45:00 PM,9:30:00 PM,4150
Nadiad,Vapi,punjab travels,314,00:07:00,Non A/c,6:30:00 PM,1:30:00 AM,1670
Nadiad,Vapi,Neeta Tours and Travels,314,00:07:30,B9R Multi-Axle Semi Sleeper Volvo A/C,7:00:00 PM,2:30:00 AM,1480
Nadiad,Vapi,H.K.Travels-,314,00:04:20,A/c,10:45:00 PM,3:05:00 AM,3430
Nadiad,Vapi,Neeta Tours and Travels,314,00:04:10,B9R Multi-Axle Semi Sleeper Volvo A/C,11:50:00 PM,4:00:00 AM,3620
Nadiad,Vapi,Speedlink Travel Services,314,00:06:15,Ordinary,5:30:00 PM,11:45:00 PM,2020
Nadiad,Vapi,Neeta Tours and Travels,314,00:06:40,B9R Multi-Axle Semi Sleeper Volvo A/C,5:00:00 PM,11:40:00 PM,1820
Nadiad,Vapi,Neeta Tours and Travels,314,00:07:51,B9R Multi-Axle Semi Sleeper Volvo A/C,11:30:00 PM,4:00:00 PM,1360
Nadiad,Vapi,Neeta Tours and Travels,314,00:06:00,Brand New Volvo Multi-Axle A/C,8:45:00 PM,2:45:00 AM,2150
Nadiad,Vapi,shrinath travel agency-brand new lcd coach,314,00:08:00,A/c,6:00:00 PM,2:00:00 AM,1320
Nadiad,Vapi,H.K.Travels-,314,00:04:00,Non A/c,8:45:00 PM,12:45:00 AM,3820
Nadiad,Vapi,H.K.Travels-,314,00:04:15,Non A/c,8:00:00 PM,12:15:00 AM,3520
Nadiad,Vapi,Neelkanth Jain  Travels,314,00:06:35,Non A/c,12:00:00 AM,6:35:00 AM,1850
Nadiad,Vapi,shrinath travel agency-brand new lcd coach,314,00:05:30,A/c,9:30:00 PM,3:00:00 AM,2450
Nadiad,Vapi,Neeta Tours and Travels,314,00:07:00,Brand New Volvo Multi-Axle A/C,11:45:00 PM,6:45:00 AM,1670
Nadiad,Vapi,Neeta Tours and Travels,314,00:06:00,Mercedes Benz Multi Axle Semi Sleeper A/C,10:30:00 PM,4:30:00 AM,2150
Nadiad,Vapi,Speedlink Travel Services,314,00:06:15,Ordinary,8:30:00 PM,2:45:00 AM,2020
Nadiad,Kalyan,shrinath travel agency-brand new lcd coach,480,00:10:00,A/c,6:00:00 PM,4:00:00 AM,1230
Nadiad,Kalyan,Speedlink Travel Services,480,00:10:35,Ordinary,8:30:00 PM,7:05:00 AM,1120
Nadiad,Kalyan,punjab travels,480,00:11:00,Non A/c,6:30:00 PM,5:30:00 AM,1050
Nadiad,Jalgaon,shrinath travel agency,360,00:09:00,A/c,8:00:00 PM,5:00:00 AM,1150
Nadiad,Jalgaon,shrinath travel agency,360,00:09:00,Non A/c,10:30:00 PM,7:30:00 AM,1150
Nadiad,Valsad,Neeta Tours and Travels,285,00:06:30,B9R Multi-Axle Semi Sleeper Volvo A/C,7:00:00 PM,1:30:00 AM,1820
Nadiad,Valsad,Neeta Tours and Travels,285,00:06:15,Brand New Volvo Multi-Axle A/C,11:45:00 PM,6:00:00 AM,1940
Nadiad,Valsad,Neeta Tours and Travels,285,00:08:15,B9R Multi-Axle Semi Sleeper Volvo A/C,5:00:00 PM,1:15:00 AM,1170
Nadiad,Valsad,H.K.Travels-,285,00:04:45,Non A/c,5:45:00 PM,10:30:00 PM,2950
Nadiad,Valsad,Neelkanth Jain  Travels,285,00:06:30,Non A/c,12:00:00 AM,6:30:00 AM,1820
Nadiad,Valsad,H.K.Travels-,285,00:05:00,Non A/c,8:45:00 PM,1:45:00 AM,2740
Nadiad,Valsad,H.K.Travels-,285,00:05:00,Non A/c,8:00:00 PM,1:00:00 AM,2740
Nadiad,Valsad,H.K.Travels-,285,00:04:50,A/c,10:45:00 PM,3:35:00 AM,2880
Nadiad,Valsad,Neeta Tours and Travels,285,00:05:00,Mercedes Benz Multi Axle Semi Sleeper A/C,2:30:00 PM,7:30:00 PM,2740
Nadiad,Valsad,punjab travels,285,00:09:00,Non A/c,6:30:00 PM,3:30:00 AM,960
Nadiad,Jaipur,shrinath travel agency,683,00:08:00,Non A/c,7:00:00 PM,3:00:00 AM,2240
Nadiad,Pune,Speedlink Travel Services,605,00:11:30,Ordinary,8:30:00 PM,8:00:00 AM,1280
Nadiad,Pune,Neeta Tours and Travels,605,00:14:45,B9R Multi-Axle Semi Sleeper Volvo A/C,5:00:00 PM,7:45:00 AM,900
Nadiad,Pune,Neeta Tours and Travels,605,00:12:45,Mercedes Benz Multi Axle Semi Sleeper A/C,10:30:00 PM,11:15:00 AM,1110
Nadiad,Pune,Neeta Tours and Travels,605,00:13:00,B9R Multi-Axle Semi Sleeper Volvo A/C,7:00:00 PM,8:00:00 AM,1080
Nadiad,Pune,Neeta Tours and Travels,605,00:12:45,Brand New Volvo Multi-Axle A/C,8:45:00 PM,9:30:00 AM,1110
Nadiad,Pune,H.K.Travels-,605,00:10:52,Non A/c,8:45:00 PM,7:37:00 AM,1380
Nadiad,Pune,shrinath travel agency-brand new lcd coach,605,00:12:00,A/c,6:00:00 PM,6:00:00 AM,1210
Nadiad,Pune,shrinath travel agency-brand new lcd coach,605,00:13:30,A/c,9:30:00 PM,11:00:00 AM,1020
Nadiad,Pune,Speedlink Travel Services,605,00:13:30,Ordinary,5:30:00 PM,7:00:00 AM,1020
Nadiad,Pune,punjab travels,605,00:15:00,Non A/c,6:30:00 PM,9:30:00 AM,880
Nadiad,Pune,Neeta Tours and Travels,605,00:12:15,Mercedes Benz Multi Axle Semi Sleeper A/C,2:30:00 PM,2:45:00 AM,1180
Nadiad,Pune,H.K.Travels-,605,00:13:30,Non A/c,5:45:00 PM,7:15:00 AM,1020
Nadiad,Pune,Neeta Tours and Travels,605,00:11:30,B9R Multi-Axle Semi Sleeper Volvo A/C,11:30:00 PM,11:00:00 AM,1280
Nadiad,Ahmednagar,shrinath travel agency-brand new lcd coach,577,00:14:00,A/c,7:30:00 PM,9:30:00 AM,900
Nadiad,Kolhapur,Neeta Tours and Travels,836,00:17:15,Mercedes Benz Multi Axle Semi Sleeper A/C,2:30:00 PM,7:45:00 AM,1280
Nadiad,Kolhapur,Neeta Tours and Travels,836,00:18:15,B9R Multi-Axle Semi Sleeper Volvo A/C,5:00:00 PM,11:15:00 AM,1220
Nadiad,Jhabua,Hans Travels Indore-,201,00:04:50,Non A/c,11:35:00 PM,4:25:00 AM,2670
Nadiad,Jhabua,H.K.Travels-,201,00:04:00,Non A/c,10:30:00 PM,2:30:00 AM,3530
Nadiad,Satara,Neeta Tours and Travels,713,00:16:15,B9R Multi-Axle Semi Sleeper Volvo A/C,5:00:00 PM,9:15:00 AM,1040
Nadiad,Satara,Neeta Tours and Travels,713,00:15:45,Mercedes Benz Multi Axle Semi Sleeper A/C,2:30:00 PM,6:15:00 AM,1080
Nadiad,Panvel,Neeta Tours and Travels,475,00:11:45,Brand New Volvo Multi-Axle A/C,11:45:00 PM,11:30:00 AM,920
Nadiad,Panvel,Neeta Tours and Travels,475,00:11:00,Mercedes Benz Multi Axle Semi Sleeper A/C,2:30:00 PM,1:30:00 AM,1040
Nadiad,Panvel,Speedlink Travel Services,475,00:10:55,Ordinary,8:30:00 PM,7:25:00 AM,1050
Nadiad,Panvel,shrinath travel agency-brand new lcd coach,475,00:11:00,A/c,6:00:00 PM,5:00:00 AM,1040
Nadiad,Panvel,Neeta Tours and Travels,475,00:10:30,B9R Multi-Axle Semi Sleeper Volvo A/C,7:00:00 PM,5:30:00 AM,1120
Nadiad,Panvel,shrinath travel agency-brand new lcd coach,475,00:11:00,A/c,9:30:00 PM,8:30:00 AM,1040
Nadiad,Panvel,Neeta Tours and Travels,475,00:11:53,B9R Multi-Axle Semi Sleeper Volvo A/C,11:30:00 PM,4:00:00 PM,900
Nadiad,Panvel,Neeta Tours and Travels,475,00:11:40,B9R Multi-Axle Semi Sleeper Volvo A/C,11:50:00 PM,11:30:00 AM,930
Nadiad,Panvel,Neeta Tours and Travels,475,00:11:15,B9R Multi-Axle Semi Sleeper Volvo A/C,5:00:00 PM,4:15:00 AM,1000
Nadiad,Panvel,H.K.Travels-,475,00:11:15,Non A/c,5:45:00 PM,5:00:00 AM,1000
Nadiad,Panvel,punjab travels,475,00:12:45,Non A/c,6:30:00 PM,7:15:00 AM,790
Nadiad,Panvel,Neeta Tours and Travels,475,00:11:15,Brand New Volvo Multi-Axle A/C,8:45:00 PM,8:00:00 AM,1000
Nadiad,Panvel,Neeta Tours and Travels,475,00:11:15,Mercedes Benz Multi Axle Semi Sleeper A/C,10:30:00 PM,9:45:00 AM,1000
Nadiad,Panvel,Speedlink Travel Services,475,00:10:55,Ordinary,5:30:00 PM,4:25:00 AM,1050
Nadiad,Anjar,H.K.Travels-,342,00:08:50,Non A/c,9:30:00 PM,6:20:00 AM,1150
Nadiad,Anjar,H.K.Travels-,342,00:09:15,Non A/c,10:25:00 PM,7:40:00 AM,1050
Nadiad,Anjar,Shree Swaminarayan Travels,342,00:09:15,Ordinary,8:00:00 PM,5:15:00 AM,1050
Nadiad,Vashi,Neeta Tours and Travels,478,00:11:15,Brand New Volvo Multi-Axle A/C,11:45:00 PM,11:00:00 AM,1000
Nadiad,Vashi,Neeta Tours and Travels,478,00:11:10,B9R Multi-Axle Semi Sleeper Volvo A/C,11:50:00 PM,11:00:00 AM,1020
Nadiad,Vashi,Neeta Tours and Travels,478,00:10:45,Brand New Volvo Multi-Axle A/C,8:45:00 PM,7:30:00 AM,1090
Nadiad,Vashi,H.K.Travels-,478,00:09:45,Non A/c,5:45:00 PM,3:30:00 AM,1280
Nadiad,Vashi,Neeta Tours and Travels,478,00:10:15,Mercedes Benz Multi Axle Semi Sleeper A/C,2:30:00 PM,12:45:00 AM,1180
Nadiad,Vashi,Neeta Tours and Travels,478,00:10:00,B9R Multi-Axle Semi Sleeper Volvo A/C,7:00:00 PM,5:00:00 AM,1220
Nadiad,Vashi,Neeta Tours and Travels,478,00:10:45,B9R Multi-Axle Semi Sleeper Volvo A/C,5:00:00 PM,3:45:00 AM,1090
Nadiad,Vashi,Neeta Tours and Travels,478,00:10:45,Mercedes Benz Multi Axle Semi Sleeper A/C,10:30:00 PM,9:15:00 AM,1090
Nadiad,Vashi,Neelkanth Jain  Travels,478,00:07:26,Non A/c,12:00:00 AM,7:26:00 AM,1920
Nadiad,Vashi,Neeta Tours and Travels,478,00:11:57,B9R Multi-Axle Semi Sleeper Volvo A/C,11:30:00 PM,4:00:00 PM,900
Nadiad,Vashi,shrinath travel agency-brand new lcd coach,478,00:10:30,A/c,9:30:00 PM,8:00:00 AM,1130
Nadiad,Mumbai,Neeta Tours and Travels,475,00:09:15,B9R Multi-Axle Semi Sleeper Volvo A/C,5:00:00 PM,2:15:00 AM,1380
Nadiad,Mumbai,Neeta Tours and Travels,475,00:08:15,Brand New Volvo Multi-Axle A/C,8:45:00 PM,5:00:00 AM,1640
Nadiad,Mumbai,Neeta Tours and Travels,475,00:10:15,Mercedes Benz Multi Axle Semi Sleeper A/C,10:30:00 PM,8:45:00 AM,1170
Nadiad,Mumbai,H.K.Travels-,475,00:11:00,Non A/c,8:00:00 PM,7:00:00 AM,1040
Nadiad,Mumbai,Neeta Tours and Travels,475,00:10:30,B9R Multi-Axle Semi Sleeper Volvo A/C,7:00:00 PM,5:30:00 AM,1120
Nadiad,Mumbai,Neelkanth Jain  Travels,475,00:08:00,Non A/c,12:00:00 AM,8:00:00 AM,1720
Nadiad,Mumbai,Neeta Tours and Travels,475,00:10:10,B9R Multi-Axle Semi Sleeper Volvo A/C,11:50:00 PM,10:00:00 AM,1180
Nadiad,Mumbai,Neeta Tours and Travels,475,00:06:30,B9R Multi-Axle Semi Sleeper Volvo A/C,11:30:00 PM,6:00:00 AM,2290
Nadiad,Mumbai,Neeta Tours and Travels,475,00:09:15,Brand New Volvo Multi-Axle A/C,11:45:00 PM,9:00:00 AM,1380
Nadiad,Mumbai,H.K.Travels-,475,00:08:39,Non A/c,8:45:00 PM,5:24:00 AM,1530
Nadiad,Mumbai,shrinath travel agency-brand new lcd coach,475,00:09:00,A/c,9:30:00 PM,6:30:00 AM,1440
Nadiad,Mumbai,H.K.Travels-,475,00:09:50,A/c,10:45:00 PM,8:35:00 AM,1250
Nadiad,Mumbai,Neeta Tours and Travels,475,00:08:45,B9R Multi-Axle Semi Sleeper Volvo A/C,11:15:00 PM,8:00:00 AM,1500
Nadiad,Mumbai,Neeta Tours and Travels,475,00:09:15,Mercedes Benz Multi Axle Semi Sleeper A/C,2:30:00 PM,11:45:00 PM,1380
Nadiad,Surat,Neeta Tours and Travels,213,00:04:15,Mercedes Benz Multi Axle Semi Sleeper A/C,2:30:00 PM,6:45:00 PM,3270
Nadiad,Surat,Neeta Tours and Travels,213,00:05:00,B9R Multi-Axle Semi Sleeper Volvo A/C,5:00:00 PM,10:00:00 PM,2560
Nadiad,Bhim,shrinath travel agency,432,00:07:00,Non A/c,7:00:00 PM,2:00:00 AM,1970
Nadiad,Gandhidham,Shree Swaminarayan Travels,338,00:09:30,Ordinary,8:00:00 PM,5:30:00 AM,980
Nadiad,Gandhidham,H.K.Travels-,338,00:08:30,Non A/c,10:25:00 PM,6:55:00 AM,1230
Nadiad,Gandhidham,H.K.Travels-,338,00:08:20,Non A/c,9:30:00 PM,5:50:00 AM,1280
Nadiad,Baroda,shrinath travel agency-brand new lcd coach,58,00:01:00,A/c,7:30:00 PM,8:30:00 PM,18180
Nadiad,Baroda,shrinath travel agency-brand new lcd coach,58,00:01:00,A/c,6:00:00 PM,7:00:00 PM,18180
Nadiad,Baroda,shrinath travel agency-brand new lcd coach,58,00:01:00,A/c,7:00:00 PM,8:00:00 PM,18180
Nadiad,Baroda,shrinath travel agency-brand new lcd coach,58,00:01:00,A/c,9:30:00 PM,10:30:00 PM,18180
Nadiad,Baroda,shrinath travel agency,58,00:01:00,Non A/c,10:30:00 PM,11:30:00 PM,18180
Nadiad,Baroda,punjab travels,58,00:00:30,Non A/c,6:30:00 PM,7:00:00 PM,38180
Nadiad,Baroda,shrinath travel agency,58,00:01:00,Non A/c,9:00:00 PM,10:00:00 PM,18180
Nadiad,Baroda,shrinath travel agency,58,00:01:00,A/c,8:00:00 PM,9:00:00 PM,18180
Nadiad,Baroda,Punjab Travels,58,00:00:30,Non A/c,6:30:00 PM,7:00:00 PM,38180
Nadiad,Ajmer,shrinath travel agency,537,00:07:15,Non A/c,7:00:00 PM,2:15:00 AM,2130
Nadiad,Sirohi,shrinath travel agency,317,00:08:30,Non A/c,10:30:00 PM,7:00:00 AM,1180
Nadiad,Bharuch,shrinath travel agency-brand new lcd coach,142,00:03:00,A/c,7:00:00 PM,10:00:00 PM,5050
Nadiad,Bharuch,punjab travels,142,00:01:45,Non A/c,6:30:00 PM,8:15:00 PM,9810
Nadiad,Bharuch,Punjab Travels,142,00:01:45,Non A/c,6:30:00 PM,8:15:00 PM,9810
Nadiad,Bharuch,Speedlink Travel Services,142,00:03:15,Ordinary A/C,7:30:00 PM,10:45:00 PM,4540
Nadiad,Bharuch,Neeta Tours and Travels,142,00:02:15,Mercedes Benz Multi Axle Semi Sleeper A/C,2:30:00 PM,4:45:00 PM,7270
Nadiad,GoaMapusa,Neeta Tours and Travels,969,01:00:14,Mercedes Benz Multi Axle Semi Sleeper A/C,2:30:00 PM,12:15:00 PM,1280
Nadiad,MumbaiVashi,Speedlink Travel Services,478,00:11:10,Ordinary,5:30:00 PM,4:40:00 AM,1020
Nadiad,Malegaon,shrinath travel agency-brand new lcd coach,420,00:10:30,A/c,9:30:00 PM,8:00:00 AM,980
Nadiad,Ankleshwar,shrinath travel agency,153,00:03:30,Non A/c,9:00:00 PM,12:30:00 AM,4130
Nadiad,Ankleshwar,shrinath travel agency-brand new lcd coach,153,00:03:30,A/c,7:30:00 PM,11:00:00 PM,4130
Nadiad,Ankleshwar,shrinath travel agency,153,00:04:00,Non A/c,10:30:00 PM,2:30:00 AM,3410
Nadiad,Ankleshwar,Speedlink Travel Services,153,00:03:45,Ordinary A/C,7:30:00 PM,11:15:00 PM,3750
Nadiad,Ankleshwar,shrinath travel agency-brand new lcd coach,153,00:03:30,A/c,6:00:00 PM,9:30:00 PM,4130
Nadiad,Ankleshwar,shrinath travel agency-brand new lcd coach,153,00:02:30,A/c,9:30:00 PM,12:00:00 AM,6410
Nadiad,Ankleshwar,shrinath travel agency,153,00:04:00,A/c,8:00:00 PM,12:00:00 AM,3410
Nadiad,Ankleshwar,punjab travels,153,00:02:30,Non A/c,6:30:00 PM,9:00:00 PM,6410
Nadiad,Ankleshwar,Punjab Travels,153,00:02:30,Non A/c,6:30:00 PM,9:00:00 PM,6410
Nadiad,Ankleshwar,Neeta Tours and Travels,153,00:02:35,Mercedes Benz Multi Axle Semi Sleeper A/C,2:30:00 PM,5:05:00 PM,6150
Nadiad,Ankleshwar,shrinath travel agency-brand new lcd coach,153,00:03:30,A/c,7:00:00 PM,10:30:00 PM,4130
Nadiad,Nasik,shrinath travel agency-brand new lcd coach,400,00:10:00,A/c,7:30:00 PM,5:30:00 AM,1030
Nadiad,Nasik,Speedlink Travel Services,380,00:09:30,Ordinary A/C,7:30:00 PM,5:00:00 AM,1090
Nadiad,Nasik,raj express,320,00:08:00,Volvo  A/c,8:30:00 PM,4:30:00 AM,1330
Nadiad,Nasik,raj express,320,00:08:00,Non A/c,9:50:00 PM,5:50:00 AM,1330
Nadiad,Nasik,raj express-raj volvo,320,00:08:00,Volvo  A/c,8:35:00 PM,4:35:00 AM,1330
Nadiad,Nasik,raj express,320,00:08:00,Non A/c,8:05:00 PM,4:05:00 AM,1330
Nadiad,Goa,Neeta Tours and Travels,969,01:00:14,Mercedes Benz Multi Axle Semi Sleeper A/C,2:30:00 PM,1:45:00 PM,1280
Nadiad,Bhusawal,shrinath travel agency,510,00:10:00,A/c,8:00:00 PM,6:00:00 AM,1300
Nadiad,Bhusawal,shrinath travel agency,510,00:10:00,Non A/c,10:30:00 PM,8:30:00 AM,1300
Nadiad,Anand,shrinath travel agency-brand new lcd coach,20,00:00:15,A/c,7:30:00 PM,7:45:00 PM,78080
Nadiad,Anand,punjab travels,20,00:00:15,Non A/c,6:30:00 PM,6:45:00 PM,78080
Nadiad,Anand,Punjab Travels,20,00:00:15,Non A/c,6:30:00 PM,6:45:00 PM,78080
Nadiad,Anand,shrinath travel agency,20,00:00:15,Non A/c,9:00:00 PM,9:15:00 PM,78080
